"Webdings.ttf-13.png","opensymbol.ttf-13.png","Symbola717.ttf-119155.png","Symbola717.ttf-119156.png"
"Webdings.ttf-32.png","Symbola717.ttf-9616.png","Symbola717.ttf-8194.png","Symbola717.ttf-8199.png"
"Webdings.ttf-33.png","Symbola717.ttf-128375.png","Symbola717.ttf-128362.png","Symbola717.ttf-9728.png"
"Webdings.ttf-34.png","Symbola717.ttf-128376.png","Symbola717.ttf-127839.png","Symbola717.ttf-127968.png"
"Webdings.ttf-35.png","Symbola717.ttf-128370.png","Symbola717.ttf-128711.png","Symbola717.ttf-128245.png"
"Webdings.ttf-36.png","Symbola717.ttf-128374.png","Symbola717.ttf-10077.png","Symbola717.ttf-128409.png"
"Webdings.ttf-37.png","Symbola717.ttf-127942.png","Symbola717.ttf-9882.png","Symbola717.ttf-128084.png"
"Webdings.ttf-38.png","Symbola717.ttf-127894.png","Symbola717.ttf-120685.png","Symbola717.ttf-9955.png"
"Webdings.ttf-39.png","Symbola717.ttf-128391.png","Symbola717.ttf-127895.png","Symbola717.ttf-11002.png"
"Webdings.ttf-40.png","Symbola717.ttf-11052.png","Symbola717.ttf-11039.png","Symbola717.ttf-128488.png"
"Webdings.ttf-41.png","Symbola717.ttf-11052.png","Symbola717.ttf-128489.png","Symbola717.ttf-11044.png"
"Webdings.ttf-42.png","Symbola717.ttf-128496.png","Symbola717.ttf-128979.png","Symbola717.ttf-128495.png"
"Webdings.ttf-43.png","Symbola717.ttf-128497.png","Symbola717.ttf-128496.png","Symbola717.ttf-127779.png"
"Webdings.ttf-44.png","Symbola717.ttf-127798.png","Symbola717.ttf-128672.png","Symbola717.ttf-9658.png"
"Webdings.ttf-45.png","Symbola717.ttf-127895.png","Symbola717.ttf-9191.png","Symbola717.ttf-128498.png"
"Webdings.ttf-46.png","Symbola717.ttf-9630.png","Symbola717.ttf-128638.png","Symbola717.ttf-9631.png"
"Webdings.ttf-47.png","Symbola717.ttf-128636.png","opensymbol.ttf-58126.png","opensymbol.ttf-9650.png"
"Webdings.ttf-48.png","Symbola717.ttf-128469.png","opensymbol.ttf-58127.png","Symbola717.ttf-128684.png"
"Webdings.ttf-49.png","opensymbol.ttf-58128.png","Symbola717.ttf-128470.png","Symbola717.ttf-9606.png"
"Webdings.ttf-50.png","Symbola717.ttf-128471.png","opensymbol.ttf-58129.png","Symbola717.ttf-128470.png"
