"Wingdings2.ttf-13.png","opensymbol.ttf-13.png","opensymbol.ttf-13.png","Symbola717.ttf-119155.png","Symbola717.ttf-119156.png"
"Wingdings2.ttf-32.png","opensymbol.ttf-32.png","opensymbol.ttf-57858.png","opensymbol.ttf-57948.png","opensymbol.ttf-58495.png"
"Wingdings2.ttf-33.png","Symbola717.ttf-128394.png","Symbola717.ttf-128394.png","Symbola717.ttf-128395.png","Symbola717.ttf-128393.png"
"Wingdings2.ttf-34.png","Symbola717.ttf-128395.png","Symbola717.ttf-128395.png","Symbola717.ttf-128394.png","Symbola717.ttf-128396.png"
"Wingdings2.ttf-35.png","Symbola717.ttf-128396.png","Symbola717.ttf-128396.png","Symbola717.ttf-128395.png","Symbola717.ttf-128397.png"
"Wingdings2.ttf-36.png","Symbola717.ttf-128397.png","Symbola717.ttf-128397.png","Symbola717.ttf-128393.png","Symbola717.ttf-128395.png"
"Wingdings2.ttf-37.png","Symbola717.ttf-9988.png","Symbola717.ttf-9988.png","Symbola717.ttf-10999.png","Symbola717.ttf-8920.png"
"Wingdings2.ttf-38.png","Symbola717.ttf-9984.png","Symbola717.ttf-9984.png","opensymbol.ttf-57856.png","opensymbol.ttf-9986.png"
"Wingdings2.ttf-39.png","Symbola717.ttf-128382.png","Symbola717.ttf-128382.png","Symbola717.ttf-9743.png","Symbola717.ttf-128383.png"
"Wingdings2.ttf-40.png","Symbola717.ttf-128381.png","Symbola717.ttf-128381.png","opensymbol.ttf-57607.png","opensymbol.ttf-57906.png"
"Wingdings2.ttf-41.png","Symbola717.ttf-128453.png","Symbola717.ttf-128453.png","opensymbol.ttf-8720.png","Symbola717.ttf-9614.png"
"Wingdings2.ttf-42.png",,"opensymbol.ttf-58429.png","Symbola717.ttf-128455.png","Symbola717.ttf-127082.png"
"Wingdings2.ttf-43.png","Symbola717.ttf-128461.png","Symbola717.ttf-128461.png","Symbola717.ttf-128455.png","Symbola717.ttf-128458.png"
"Wingdings2.ttf-44.png","Symbola717.ttf-128456.png","Symbola717.ttf-128456.png","Symbola717.ttf-128441.png","Symbola717.ttf-128462.png"
"Wingdings2.ttf-45.png","Symbola717.ttf-128463.png","Symbola717.ttf-128458.png","Symbola717.ttf-128464.png","Symbola717.ttf-128463.png"
"Wingdings2.ttf-46.png","Symbola717.ttf-128464.png","Symbola717.ttf-128464.png","Symbola717.ttf-128458.png","Symbola717.ttf-119068.png"
"Wingdings2.ttf-47.png","Symbola717.ttf-128459.png","Symbola717.ttf-128459.png","Symbola717.ttf-9614.png","opensymbol.ttf-8720.png"
"Wingdings2.ttf-48.png","Symbola717.ttf-128460.png","Symbola717.ttf-127075.png","Symbola717.ttf-9109.png","opensymbol.ttf-8720.png"
"Wingdings2.ttf-49.png","Symbola717.ttf-128461.png","Symbola717.ttf-128461.png","Symbola717.ttf-128455.png","Symbola717.ttf-128464.png"
"Wingdings2.ttf-50.png","opensymbol.ttf-8720.png","opensymbol.ttf-8720.png","Symbola717.ttf-128460.png","Symbola717.ttf-128459.png"
"Wingdings2.ttf-51.png","Symbola717.ttf-128465.png","Symbola717.ttf-128465.png","Symbola717.ttf-119077.png","Symbola717.ttf-9615.png"
"Wingdings2.ttf-52.png","Symbola717.ttf-128468.png","Symbola717.ttf-128468.png","Symbola717.ttf-128448.png","Symbola717.ttf-128388.png"
"Wingdings2.ttf-53.png","Symbola717.ttf-8418.png","Symbola717.ttf-8418.png","Symbola717.ttf-128437.png","Symbola717.ttf-128448.png"
"Wingdings2.ttf-54.png","Symbola717.ttf-128438.png","Symbola717.ttf-128438.png","Symbola717.ttf-128439.png","Symbola717.ttf-128441.png"
"Wingdings2.ttf-55.png","Symbola717.ttf-128439.png","Symbola717.ttf-128439.png","Symbola717.ttf-128438.png","Symbola717.ttf-128463.png"
"Wingdings2.ttf-56.png","Symbola717.ttf-128440.png","Symbola717.ttf-128440.png","Symbola717.ttf-8857.png","Symbola717.ttf-9737.png"
"Wingdings2.ttf-57.png","Symbola717.ttf-128429.png","Symbola717.ttf-128429.png","Symbola717.ttf-128388.png","Symbola717.ttf-10697.png"
"Wingdings2.ttf-58.png","Symbola717.ttf-128431.png","Symbola717.ttf-128431.png","Symbola717.ttf-128433.png","Symbola717.ttf-128432.png"
"Wingdings2.ttf-59.png","Symbola717.ttf-128433.png","Symbola717.ttf-128433.png","Symbola717.ttf-128431.png","Symbola717.ttf-128432.png"
"Wingdings2.ttf-60.png","Symbola717.ttf-128402.png","Symbola717.ttf-128402.png","Symbola717.ttf-66017.png","Symbola717.ttf-942.png"
"Wingdings2.ttf-61.png","Symbola717.ttf-128403.png","Symbola717.ttf-128403.png","Symbola717.ttf-127752.png","Symbola717.ttf-984822.png"
"Wingdings2.ttf-62.png","Symbola717.ttf-128408.png","Symbola717.ttf-128408.png","Symbola717.ttf-128410.png","Symbola717.ttf-9756.png"
"Wingdings2.ttf-63.png","Symbola717.ttf-128409.png","Symbola717.ttf-128409.png","Symbola717.ttf-128411.png","Symbola717.ttf-9758.png"
"Wingdings2.ttf-64.png","Symbola717.ttf-128410.png","Symbola717.ttf-128410.png","Symbola717.ttf-9754.png","Symbola717.ttf-128412.png"
"Wingdings2.ttf-65.png","Symbola717.ttf-128411.png","Symbola717.ttf-128411.png","Symbola717.ttf-9755.png","Symbola717.ttf-128413.png"
"Wingdings2.ttf-66.png","Symbola717.ttf-128412.png","Symbola717.ttf-128412.png","Symbola717.ttf-128408.png","Symbola717.ttf-9756.png"
"Wingdings2.ttf-67.png","Symbola717.ttf-128413.png","Symbola717.ttf-128413.png","Symbola717.ttf-128409.png","Symbola717.ttf-128411.png"
"Wingdings2.ttf-68.png","Symbola717.ttf-128412.png","Symbola717.ttf-128412.png","Symbola717.ttf-9754.png","Symbola717.ttf-128410.png"
"Wingdings2.ttf-69.png","Symbola717.ttf-128413.png","Symbola717.ttf-128413.png","Symbola717.ttf-9755.png","Symbola717.ttf-128411.png"
"Wingdings2.ttf-70.png","Symbola717.ttf-128414.png","Symbola717.ttf-128414.png","Symbola717.ttf-128416.png","Symbola717.ttf-66016.png"
"Wingdings2.ttf-71.png","Symbola717.ttf-128415.png","Symbola717.ttf-128415.png","Symbola717.ttf-128417.png","Symbola717.ttf-128407.png"
"Wingdings2.ttf-72.png","Symbola717.ttf-128416.png","Symbola717.ttf-128416.png","Symbola717.ttf-128414.png","opensymbol.ttf-58663.png"
"Wingdings2.ttf-73.png","Symbola717.ttf-128417.png","Symbola717.ttf-128417.png","Symbola717.ttf-128415.png","opensymbol.ttf-58664.png"
"Wingdings2.ttf-74.png","Symbola717.ttf-128418.png","Symbola717.ttf-128418.png","Symbola717.ttf-128070.png","Symbola717.ttf-128405.png"
"Wingdings2.ttf-75.png","Symbola717.ttf-128419.png","Symbola717.ttf-128419.png","Symbola717.ttf-9880.png","Symbola717.ttf-128071.png"
"Wingdings2.ttf-76.png","Symbola717.ttf-128418.png","Symbola717.ttf-128418.png","opensymbol.ttf-58667.png","Symbola717.ttf-10096.png"
"Wingdings2.ttf-77.png","Symbola717.ttf-128419.png","Symbola717.ttf-128419.png","Symbola717.ttf-128483.png","Symbola717.ttf-10097.png"
"Wingdings2.ttf-78.png","Symbola717.ttf-128401.png","Symbola717.ttf-128401.png","Symbola717.ttf-127839.png","Symbola717.ttf-128400.png"
"Wingdings2.ttf-79.png","Symbola717.ttf-128500.png","Symbola717.ttf-128500.png","Symbola717.ttf-128502.png","opensymbol.ttf-58561.png"
"Wingdings2.ttf-80.png","opensymbol.ttf-57865.png","opensymbol.ttf-57865.png","opensymbol.ttf-58160.png","opensymbol.ttf-58671.png"
"Wingdings2.ttf-81.png","opensymbol.ttf-9746.png","opensymbol.ttf-9746.png","Symbola717.ttf-128501.png","opensymbol.ttf-58672.png"
"Wingdings2.ttf-82.png","opensymbol.ttf-9745.png","opensymbol.ttf-9745.png","opensymbol.ttf-58673.png","opensymbol.ttf-58564.png"
"Wingdings2.ttf-83.png","Symbola717.ttf-11197.png","Symbola717.ttf-11197.png","Symbola717.ttf-8999.png","opensymbol.ttf-58672.png"
"Wingdings2.ttf-84.png","Symbola717.ttf-128881.png","Symbola717.ttf-128881.png","Symbola717.ttf-8999.png","Symbola717.ttf-11197.png"
"Wingdings2.ttf-85.png","Symbola717.ttf-11198.png","Symbola717.ttf-11198.png","Symbola717.ttf-11199.png","Symbola717.ttf-991895.png"
